owners,eng_cap,price,depreciation,mileage,power,coe_left,omv,arf,model_seats,model_weight_kg,model_engine_cyl,model_fuel_cap_l,premium,years_since_reg,model_body_Convertible,model_body_Coupe,model_body_Crossover,model_body_Hatchback,model_body_Large Cars,model_body_Midsize Cars,model_body_Minivan,model_body_Not Available,model_body_Roadster,model_body_SUV,model_body_Sedan,model_body_Two Seaters,model_body_Wagon,model_transmission_type_CVT,model_transmission_type_Manual,model_transmission_type_Others,model_drive_Front Wheel Drive,model_drive_Rear Wheel Drive,model_engine_fuel_Electric,model_engine_fuel_Hybrid,model_engine_fuel_Premium,model_engine_fuel_Regular,brands
3,1988.0,269999.0,42830.0,64000.0,220.0,5.01,73177.0,103719.0,2,1335.1473922902494,4,53.747,102001,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,3.0
3,1988.0,243800.0,40800.0,52000.0,220.0,4.66,74829.0,106693.0,2,1335.1473922902494,4,54.1255,101334,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,3.0
4,1988.0,205800.0,43090.0,70000.0,220.0,3.57,73161.0,103690.0,2,1335.1473922902494,4,54.1255,96010,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,3.0
3,2953.0,77800.0,11690.0,143541.0,224.0,6.65,45961.0,45961.0,5,1819.501133786848,6,70.02250000000001,101334,14,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,2.0
5,2953.0,82800.0,13180.0,250000.0,224.0,6.28,45961.0,45961.0,5,1819.501133786848,6,70.02250000000001,96010,14,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,2.0
1,1797.0,61800.0,17770.0,175000.0,100.0,3.33,29864.0,5000.0,4,1530.612244897959,4,42.770500000000006,101334,7,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,79800.0,17092.0,58000.0,900.0,3.9,30796.0,25115.0,5,1496.5986394557822,4,49.961999999999996,101334,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,136800.0,17094.0,29986.0,900.0,7.5,29070.0,17698.0,5,1394.5578231292516,4,42.770500000000006,112000,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,149800.0,18020.0,18000.0,900.0,7.9,25760.0,13064.0,5,1319.7278911564626,4,49.961999999999996,101334,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,139800.0,17740.0,33000.0,90.0,7.43,27652.0,15713.0,5,1394.5578231292516,4,42.770500000000006,96010,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,76800.0,16340.0,58000.0,90.0,3.93,30796.0,25115.0,5,1496.5986394557822,4,49.961999999999996,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,73800.0,15970.0,80000.0,90.0,4.04,31219.0,15707.0,5,1496.5986394557822,4,49.961999999999996,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,72800.0,16680.0,83000.0,90.0,4.07,26984.0,9778.0,5,1496.5986394557822,4,49.961999999999996,101334,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,70800.0,16930.0,62000.0,90.0,3.9,26580.0,9212.0,5,1496.5986394557822,4,49.961999999999996,101334,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,92800.0,15740.0,83000.0,90.0,5.2,28432.0,21805.0,5,1496.5986394557822,4,49.961999999999996,102001,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,119999.0,17310.0,42600.0,90.0,6.25,29636.0,23491.0,5,1496.5986394557822,4,49.961999999999996,102001,4,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,75000.0,17980.0,49700.0,90.0,3.9,26957.0,9740.0,5,1496.5986394557822,4,49.961999999999996,101334,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,73000.0,16120.0,81008.0,90.0,4.18,27898.0,11058.0,5,1496.5986394557822,4,49.961999999999996,96011,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,75800.0,16810.0,82000.0,90.0,4.18,27739.0,10835.0,5,1496.5986394557822,4,49.961999999999996,101334,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,90800.0,16430.0,50000.0,90.0,4.83,29140.0,22796.0,5,1496.5986394557822,4,49.961999999999996,102001,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,120999.0,17290.0,34120.0,90.0,6.31,29830.0,23762.0,5,1496.5986394557822,4,49.961999999999996,96011,4,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,79800.0,18820.0,113000.0,90.0,3.97,27124.0,9974.0,5,1496.5986394557822,4,49.961999999999996,96011,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,85800.0,17410.0,62000.0,90.0,4.36,26921.0,19690.0,5,1496.5986394557822,4,49.961999999999996,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,78000.0,17480.0,115000.0,90.0,4.08,27349.0,10289.0,5,1496.5986394557822,4,49.961999999999996,97000,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,75000.0,17030.0,82000.0,90.0,4.01,27581.0,10614.0,5,1496.5986394557822,4,49.961999999999996,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,85500.0,16990.0,79777.0,90.0,4.51,25406.0,17569.0,4,1530.612244897959,4,42.770500000000006,102001,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,139800.0,17620.0,31722.0,90.0,7.43,28947.0,17526.0,5,1394.5578231292516,4,42.770500000000006,101334,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,139800.0,17500.0,26000.0,90.0,7.48,29070.0,17698.0,5,1394.5578231292516,4,42.770500000000006,96011,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,129800.0,16340.0,32000.0,90.0,7.4,28947.0,17526.0,5,1394.5578231292516,4,42.770500000000006,102001,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,139800.0,17820.0,32351.0,90.0,7.4,27652.0,15713.0,5,1394.5578231292516,4,42.770500000000006,96011,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,139800.0,17620.0,33294.0,90.0,7.43,28947.0,17526.0,5,1394.5578231292516,4,42.770500000000006,96011,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,139800.0,17620.0,32279.0,90.0,7.43,28947.0,17526.0,5,1394.5578231292516,4,42.770500000000006,96011,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,146800.0,18450.0,26000.0,90.0,7.47,29070.0,17698.0,5,1394.5578231292516,4,42.770500000000006,96010,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,135800.0,17100.0,31802.0,90.0,7.42,29007.0,17610.0,5,1394.5578231292516,4,42.770500000000006,102001,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,135800.0,17080.0,30000.0,90.0,7.43,28947.0,17526.0,5,1394.5578231292516,4,42.770500000000006,102001,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,139800.0,17760.0,31025.0,90.0,7.42,27652.0,15713.0,5,1394.5578231292516,4,42.770500000000006,96011,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,87800.0,16040.0,55000.0,90.0,4.75,29273.0,22983.0,5,1496.5986394557822,4,49.961999999999996,96011,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,90800.0,16530.0,64195.0,90.0,4.83,28444.0,21822.0,5,1496.5986394557822,4,49.961999999999996,96011,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1797.0,175800.0,21300.0,18000.0,90.0,7.94,25760.0,13064.0,5,1319.7278911564626,4,49.961999999999996,96010,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,149800.0,17630.0,22700.0,90.0,8.07,25049.0,12069.0,5,1319.7278911564626,4,49.961999999999996,97000,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,153800.0,18480.0,28000.0,90.0,7.88,27947.0,16126.0,5,1319.7278911564626,4,49.961999999999996,101334,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,148800.0,17600.0,25800.0,90.0,8.01,27387.0,15342.0,5,1319.7278911564626,4,49.961999999999996,96011,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1797.0,87888.0,15818.0,49888.0,900.0,4.8,29140.0,22796.0,5,1496.5986394557822,4,49.961999999999996,102001,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,85888.0,17730.0,63000.0,100.0,4.19,29457.0,23240.0,4,1530.612244897959,4,42.770500000000006,102001,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,131888.0,17750.0,55707.0,100.0,6.8,32144.0,22002.0,5,1394.5578231292516,4,42.770500000000006,96011,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
2,1797.0,68800.0,18070.0,147500.0,100.0,3.66,30825.0,5155.0,4,1530.612244897959,4,42.770500000000006,96010,7,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,133800.0,13370.0,128000.0,100.0,10.0,26815.0,14541.0,5,1435.3741496598639,4,40.121,101334,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
2,1797.0,81500.0,17560.0,55500.0,900.0,4.2,31341.0,15878.0,5,1496.5986394557822,4,49.961999999999996,85010,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,103800.0,17360.0,50399.0,90.0,5.22,31668.0,26336.0,5,1496.5986394557822,4,49.961999999999996,102001,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,87999.0,19110.0,55500.0,90.0,4.19,31341.0,15878.0,5,1496.5986394557822,4,49.961999999999996,96011,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,68188.0,16100.0,62400.0,90.0,3.95,26476.0,9067.0,5,1496.5986394557822,4,49.961999999999996,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,73800.0,16470.0,55000.0,90.0,4.18,27023.0,9833.0,5,1496.5986394557822,4,49.961999999999996,101334,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,74800.0,16910.0,65000.0,90.0,4.06,26800.0,9520.0,5,1496.5986394557822,4,49.961999999999996,101334,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,68800.0,16280.0,78500.0,90.0,3.93,26905.0,9667.0,5,1496.5986394557822,4,49.961999999999996,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,93800.0,15820.0,68000.0,90.0,5.18,29612.0,23457.0,5,1496.5986394557822,4,49.961999999999996,102001,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,73800.0,16520.0,75000.0,90.0,4.08,27023.0,9833.0,5,1496.5986394557822,4,49.961999999999996,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,81800.0,16680.0,67000.0,90.0,4.38,25351.0,17492.0,4,1530.612244897959,4,42.770500000000006,101334,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,85000.0,16520.0,37000.0,90.0,4.61,25242.0,17339.0,4,1530.612244897959,4,42.770500000000006,101334,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,88800.0,17040.0,66000.0,90.0,4.67,25852.0,18193.0,4,1530.612244897959,4,42.770500000000006,102001,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,69800.0,16280.0,43985.0,90.0,3.97,27313.0,10239.0,5,1496.5986394557822,4,49.961999999999996,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1797.0,103888.0,15900.0,62581.0,90.0,5.84,28490.0,21886.0,5,1496.5986394557822,4,49.961999999999996,102001,4,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
3,1797.0,97800.0,15820.0,52000.0,90.0,5.37,31219.0,25707.0,5,1496.5986394557822,4,49.961999999999996,101334,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
3,1797.0,72800.0,16640.0,66000.0,90.0,4.0,26898.0,9658.0,5,1496.5986394557822,4,49.961999999999996,96011,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
4,1797.0,75800.0,17260.0,53400.0,90.0,4.01,27363.0,10309.0,5,1496.5986394557822,4,49.961999999999996,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,76800.0,15350.0,86000.0,100.0,5.0,35505.0,21707.0,5,1435.3741496598639,4,40.121,102001,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1798.0,118800.0,18370.0,63000.0,100.0,5.81,30007.0,24010.0,5,1365.079365079365,4,42.770500000000006,96010,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,101800.0,17390.0,98000.0,100.0,5.08,30006.0,24009.0,4,1530.612244897959,4,43.149,102001,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,99800.0,19560.0,73000.0,100.0,4.48,30006.0,24009.0,4,1530.612244897959,4,42.770500000000006,96010,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,88800.0,17960.0,70000.0,100.0,4.27,30006.0,24009.0,4,1530.612244897959,4,42.770500000000006,102001,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,125800.0,19460.0,59000.0,100.0,5.84,30007.0,24010.0,5,1365.079365079365,4,42.770500000000006,101334,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,92800.0,17700.0,160000.0,100.0,4.56,30006.0,24009.0,4,1530.612244897959,4,42.770500000000006,96011,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,126988.0,17600.0,51200.0,100.0,6.63,27507.0,20510.0,5,1365.079365079365,4,42.770500000000006,96011,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,97000.0,17930.0,46547.0,100.0,4.74,30006.0,24009.0,4,1530.612244897959,4,43.149,96010,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,93800.0,18430.0,65188.0,100.0,4.43,30006.0,24009.0,4,1530.612244897959,4,42.770500000000006,102001,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,100800.0,17150.0,48000.0,100.0,5.17,30006.0,24009.0,4,1530.612244897959,4,43.149,102001,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,98000.0,18310.0,85685.0,100.0,4.69,30006.0,24009.0,4,1530.612244897959,4,42.770500000000006,96010,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,143600.0,18393.0,28000.0,900.0,7.3,28935.0,17509.0,5,1319.7278911564626,4,49.961999999999996,110001,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1798.0,22800.0,16630.0,137000.0,125.0,0.69,28957.0,22540.0,5,1594.5578231292516,4,60.938500000000005,102001,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1798.0,128800.0,12870.0,108888.0,125.0,10.0,32230.0,27122.0,5,1594.5578231292516,4,60.938500000000005,101334,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1798.0,127700.0,12760.0,125000.0,125.0,10.0,28949.0,22529.0,5,1594.5578231292516,4,60.938500000000005,97000,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1798.0,39800.0,16320.0,147000.0,125.0,0.57,29472.0,28261.0,5,1594.5578231292516,4,60.938500000000005,101334,9,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,2.0
1,1798.0,37777.0,17530.0,98000.0,125.0,0.35,29421.0,28190.0,5,1594.5578231292516,4,60.938500000000005,101334,9,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,2.0
1,1798.0,95800.0,18661.0,73000.0,1000.0,4.5,30006.0,24009.0,4,1530.612244897959,4,42.770500000000006,96010,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,130988.0,18202.0,51200.0,1000.0,6.6,27507.0,20510.0,5,1365.079365079365,4,42.770500000000006,85010,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,93800.0,18418.0,85188.0,1000.0,4.4,30006.0,24009.0,4,1530.612244897959,4,42.770500000000006,146002,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,63800.0,17050.0,91198.0,90.0,3.58,31008.0,5412.0,4,1530.612244897959,4,42.770500000000006,102001,7,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,117888.0,16960.0,50000.0,90.0,6.27,29227.0,22918.0,5,1319.7278911564626,4,49.961999999999996,101334,4,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,149800.0,16990.0,28000.0,90.0,8.55,22811.0,8936.0,5,1319.7278911564626,4,49.961999999999996,101334,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
1,1798.0,116800.0,16830.0,45000.0,90.0,6.43,24893.0,16851.0,5,1319.7278911564626,4,49.961999999999996,96011,4,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,1.0
1,1798.0,24500.0,15150.0,125300.0,118.0,0.55,28678.0,32150.0,5,1464.8526077097506,4,70.02250000000001,97000,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,110800.0,12860.0,155000.0,118.0,8.61,26701.0,26701.0,5,1460.7709750566894,4,70.02250000000001,101334,12,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,2.0
1,1798.0,86988.0,16140.0,84000.0,132.0,4.49,26305.0,28827.0,5,1484.8072562358277,4,70.02250000000001,101334,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,121800.0,16010.0,30000.0,132.0,6.6,28710.0,32194.0,5,1507.936507936508,4,70.02250000000001,102001,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,65000.0,14410.0,167068.0,132.0,3.51,29804.0,28726.0,5,1479.8185941043084,4,70.02250000000001,101334,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,98800.0,15670.0,95000.0,132.0,5.27,28714.0,32200.0,5,1489.795918367347,4,70.02250000000001,96010,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,97800.0,15750.0,97000.0,132.0,5.18,28714.0,32200.0,5,1489.795918367347,4,70.02250000000001,96011,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,99800.0,15140.0,66000.0,132.0,5.52,28711.0,32196.0,5,1489.795918367347,4,70.02250000000001,102001,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,61800.0,14980.0,133000.0,132.0,3.01,31367.0,30914.0,5,1479.8185941043084,4,70.02250000000001,96010,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,38688.0,13990.0,106229.0,132.0,0.65,31481.0,31074.0,5,1464.8526077097506,4,70.02250000000001,102001,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,56800.0,15590.0,70000.0,132.0,2.65,31369.0,30917.0,5,1479.8185941043084,4,70.02250000000001,102001,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,119000.0,16060.0,72232.0,132.0,6.24,32559.0,37583.0,5,1507.936507936508,4,70.02250000000001,102001,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,40800.0,15670.0,60000.0,132.0,0.61,31499.0,31099.0,5,1464.8526077097506,4,70.02250000000001,102001,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,67999.0,17520.0,76000.0,132.0,3.0,31412.0,30977.0,5,1479.8185941043084,4,70.02250000000001,96011,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,78800.0,15650.0,118000.0,132.0,3.85,32118.0,36966.0,5,1484.8072562358277,4,70.02250000000001,101334,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,65888.0,16710.0,55000.0,132.0,3.02,31412.0,30977.0,5,1479.8185941043084,4,70.02250000000001,102001,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,110800.0,16410.0,64800.0,132.0,5.6,32559.0,37583.0,5,1489.795918367347,4,70.02250000000001,96011,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,71800.0,15610.0,120000.0,132.0,3.61,31412.0,30977.0,5,1479.8185941043084,4,70.02250000000001,102001,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,107888.0,20140.0,35048.0,140.0,4.05,40761.0,49066.0,5,1724.7165532879817,4,74.94300000000001,102001,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1798.0,51500.0,19970.0,90118.0,140.0,0.52,39389.0,42145.0,5,1689.795918367347,4,74.94300000000001,101334,9,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,2.0
1,1798.0,80000.0,24140.0,23000.0,140.0,2.44,39391.0,42148.0,5,1724.7165532879817,4,74.94300000000001,101334,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1798.0,80000.0,26040.0,75000.0,140.0,2.26,39395.0,42153.0,5,1724.7165532879817,4,74.94300000000001,101334,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1798.0,83800.0,24580.0,150000.0,140.0,2.34,43080.0,52312.0,5,1724.7165532879817,4,74.94300000000001,101334,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1798.0,48800.0,25642.0,98000.0,1250.0,1.4,29421.0,28190.0,5,1594.5578231292516,4,60.938500000000005,134889,9,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,2.0
1,1798.0,53800.0,25182.0,147000.0,1250.0,1.6,29472.0,28261.0,5,1594.5578231292516,4,60.938500000000005,126889,9,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,2.0
1,1798.0,68999.0,17837.0,76000.0,1320.0,3.0,31412.0,30977.0,5,1479.8185941043084,4,70.02250000000001,96011,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1798.0,103000.0,21170.0,135000.0,1400.0,3.7,40419.0,48587.0,5,1724.7165532879817,4,74.94300000000001,96011,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
2,1798.0,147800.0,18020.0,25000.0,100.0,7.76,27588.0,15624.0,5,1365.079365079365,4,42.770500000000006,96011,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0
2,1798.0,91900.0,18110.0,107000.0,100.0,4.41,30006.0,24009.0,4,1530.612244897959,4,42.770500000000006,97000,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1798.0,93800.0,18140.0,105000.0,100.0,4.51,30006.0,24009.0,4,1530.612244897959,4,42.770500000000006,101334,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
2,1798.0,113800.0,17580.0,57000.0,100.0,5.79,30007.0,24010.0,5,1365.079365079365,4,42.770500000000006,101334,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0
