owners,eng_cap,price,depreciation,mileage,power,coe_left,omv,arf,model_seats,model_weight_kg,model_engine_cyl,model_fuel_cap_l,premium,years_since_reg,model_body_Convertible,model_body_Coupe,model_body_Crossover,model_body_Hatchback,model_body_Large Cars,model_body_Midsize Cars,model_body_Minivan,model_body_Not Available,model_body_Roadster,model_body_SUV,model_body_Sedan,model_body_Two Seaters,model_body_Wagon,model_transmission_type_CVT,model_transmission_type_Manual,model_transmission_type_Others,model_drive_Front Wheel Drive,model_drive_Rear Wheel Drive,model_engine_fuel_Electric,model_engine_fuel_Hybrid,model_engine_fuel_Premium,model_engine_fuel_Regular,brands
1,1600.0,17800.0,25380.0,140000.0,84.0,0.7,15758.0,10758.0,5,1454.875283446712,4,60.18150000000001,94010,9,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1.0
1,1600.0,31900.0,14960.0,83000.0,84.0,0.51,18541.0,18541.0,5,1454.875283446712,4,60.18150000000001,89000,9,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1.0
1,1600.0,24000.0,15310.0,164147.0,84.0,0.18,16922.0,11922.0,5,1454.875283446712,4,60.18150000000001,94010,9,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1.0
1,1600.0,33800.0,15800.0,113060.0,84.0,0.56,18249.0,18249.0,5,1454.875283446712,4,60.18150000000001,94010,9,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1.0
1,1600.0,52000.0,13280.0,80864.0,84.0,3.41,13486.0,13486.0,5,1353.7414965986395,4,49.961999999999996,89000,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
1,1600.0,56800.0,15300.0,101000.0,84.0,3.27,13646.0,13646.0,5,1353.7414965986395,4,49.961999999999996,89000,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
1,1600.0,25800.0,16070.0,98500.0,84.0,0.06,14976.0,14976.0,5,1409.9773242630386,4,54.8825,89000,9,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0
1,1600.0,48800.0,13950.0,108500.0,84.0,3.02,13466.0,13466.0,5,1353.7414965986395,4,49.961999999999996,94010,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
1,1600.0,61800.0,12350.0,26288.0,84.0,5.0,13794.0,13794.0,5,1385.0340136054422,4,54.8825,89000,10,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1.0
1,1600.0,60800.0,17980.0,132000.0,84.0,3.01,13454.0,13454.0,5,1353.7414965986395,4,49.961999999999996,89000,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
1,1600.0,46800.0,12910.0,169736.0,84.0,3.01,13646.0,13646.0,5,1353.7414965986395,4,49.961999999999996,89000,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
1,1600.0,59800.0,15320.0,109500.0,84.0,3.27,19532.0,19532.0,5,1353.7414965986395,4,49.961999999999996,83000,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
2,1600.0,33800.0,15560.0,91000.0,84.0,0.58,18249.0,18249.0,5,1454.875283446712,4,60.18150000000001,94010,9,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1.0
2,1600.0,29800.0,15920.0,120000.0,84.0,0.33,17192.0,17192.0,5,1454.875283446712,4,60.18150000000001,85489,9,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1.0
2,1600.0,57800.0,14320.0,118000.0,84.0,3.56,13589.0,13589.0,5,1353.7414965986395,4,49.961999999999996,89000,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
3,1600.0,50800.0,10150.0,75000.0,84.0,5.0,16317.0,11317.0,5,1454.875283446712,4,60.18150000000001,89000,9,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1.0
3,1600.0,59800.0,14830.0,80000.0,84.0,3.59,13102.0,13102.0,5,1353.7414965986395,4,49.961999999999996,83000,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
3,1600.0,60800.0,15150.0,93331.0,84.0,3.58,13102.0,13102.0,5,1353.7414965986395,4,49.961999999999996,76801,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
3,1600.0,46900.0,12740.0,76000.0,84.0,3.06,13658.0,13658.0,5,1353.7414965986395,4,49.961999999999996,94010,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
4,1600.0,59800.0,15400.0,90000.0,84.0,3.44,13452.0,13452.0,5,1353.7414965986395,4,49.961999999999996,94010,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
1,1984.0,215800.0,26820.0,20000.0,145.0,7.08,42723.0,51813.0,2,1534.6938775510203,4,54.8825,102001,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,199800.0,25250.0,9000.0,145.0,6.84,44107.0,53750.0,2,1534.6938775510203,4,54.8825,102001,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,231999.0,26130.0,25900.0,145.0,7.85,43790.0,53306.0,2,1539.6825396825395,4,54.8825,101334,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,223800.0,25570.0,39000.0,145.0,7.65,45691.0,55968.0,2,1534.6938775510203,4,54.8825,101334,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,63800.0,20780.0,90000.0,169.0,0.84,41958.0,50742.0,5,1849.8866213151928,4,74.94300000000001,96010,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,183800.0,38400.0,72000.0,185.0,3.69,62453.0,84416.0,5,1769.6145124716552,4,74.94300000000001,102001,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,236800.0,38040.0,37000.0,185.0,5.03,65916.0,90649.0,5,1858.9569160997733,4,74.94300000000001,101334,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,178800.0,37340.0,67000.0,185.0,3.65,62459.0,84427.0,5,1769.6145124716552,4,74.94300000000001,102001,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,263000.0,35120.0,43000.0,185.0,6.27,62926.0,85267.0,5,1858.9569160997733,4,74.94300000000001,101334,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,295000.0,36090.0,15000.0,185.0,7.02,61723.0,83102.0,5,1858.9569160997733,6,74.94300000000001,101334,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,248000.0,42230.0,28300.0,185.0,4.83,64202.0,87564.0,5,1858.9569160997733,4,74.94300000000001,101334,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,97500.0,24710.0,60000.0,185.0,2.44,56864.0,74356.0,5,1944.6712018140588,6,74.94300000000001,102001,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,189000.0,23690.0,55000.0,185.0,6.84,43706.0,53189.0,5,1849.8866213151928,4,70.02250000000001,102001,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,172800.0,23460.0,61000.0,185.0,6.22,43839.0,53375.0,5,1834.4671201814058,4,70.02250000000001,101334,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,164999.0,21800.0,118945.0,185.0,6.34,43766.0,53273.0,5,1834.4671201814058,4,70.02250000000001,96011,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,292800.0,37240.0,35902.0,185.0,6.72,62607.0,84693.0,5,1858.9569160997733,6,74.94300000000001,96010,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,173000.0,30110.0,57000.0,185.0,4.43,59278.0,78701.0,7,2129.705215419501,4,85.16250000000001,101334,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,308800.0,35120.0,47000.0,185.0,7.61,61675.0,83015.0,7,2169.6145124716554,6,85.16250000000001,102001,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,147000.0,22170.0,82952.0,185.0,5.43,43629.0,53081.0,5,1839.9092970521542,4,70.02250000000001,96010,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,127800.0,21740.0,113088.0,185.0,4.61,44970.0,54958.0,5,1834.4671201814058,4,70.02250000000001,102001,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,156999.0,24000.0,59000.0,185.0,5.44,43378.0,52730.0,5,1839.9092970521542,4,70.02250000000001,96011,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,140800.0,24050.0,132000.0,185.0,4.68,45827.0,56158.0,5,1834.4671201814058,4,70.02250000000001,96011,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,198800.0,29200.0,85000.0,185.0,5.42,60434.0,80782.0,7,2144.671201814059,4,85.16250000000001,101334,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,192800.0,29370.0,88500.0,185.0,5.18,60432.0,80778.0,7,2144.671201814059,4,85.16250000000001,102001,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,163808.0,19525.0,141000.0,1100.0,7.3,36754.0,43456.0,4,1804.5351473922901,4,16.0,97000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,73800.0,11760.0,117000.0,125.0,6.27,25913.0,25913.0,5,1556.9160997732426,4,63.58800000000001,102001,14,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,2.0
1,1984.0,133800.0,21750.0,78680.0,162.0,5.04,40037.0,48052.0,5,1489.795918367347,4,70.02250000000001,102001,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1984.0,78800.0,18850.0,173000.0,162.0,2.85,41488.0,50084.0,5,1543.764172335601,4,63.966499999999996,101334,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,85000.0,24560.0,126000.0,210.0,2.27,47560.0,58584.0,5,1564.625850340136,4,54.8825,101334,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,142800.0,23536.0,78278.0,1620.0,5.0,40037.0,48052.0,5,1489.795918367347,4,70.02250000000001,130100,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1984.0,81800.0,18695.0,189000.0,1620.0,3.3,35500.0,41700.0,5,1479.8185941043084,4,70.02250000000001,135336,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1984.0,77800.0,12910.0,141061.0,147.0,6.02,31689.0,31689.0,5,1556.9160997732426,4,63.58800000000001,101334,14,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,2.0
1,1984.0,76800.0,15020.0,65000.0,155.0,5.03,31668.0,31668.0,5,1224.0,4,55.0,97000,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,2.0
1,1984.0,345000.0,35060.0,6500.0,195.0,8.64,61799.0,83239.0,5,1882.5396825396824,6,64.7235,96011,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,400000.0,43520.0,15000.0,195.0,8.23,61745.0,83141.0,5,1882.5396825396824,6,64.7235,97000,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,325000.0,35070.0,21000.0,195.0,8.08,61754.0,83158.0,5,1882.5396825396824,6,64.7235,102001,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,158000.0,20570.0,49000.0,110.0,6.77,32240.0,37136.0,5,1549.659863945578,4,57.910500000000006,96011,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,148800.0,19960.0,25000.0,110.0,6.52,32262.0,37167.0,5,1644.8979591836735,4,57.910500000000006,101334,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,163000.0,20280.0,43000.0,110.0,7.01,33139.0,38395.0,5,1549.659863945578,4,57.910500000000006,96011,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,150800.0,19950.0,24222.0,110.0,6.35,40151.0,48212.0,4,1804.5351473922901,4,57.910500000000006,96011,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,170000.0,21670.0,30089.0,110.0,6.76,39127.0,46778.0,4,1804.5351473922901,4,16.0,101334,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,168888.0,21410.0,51888.0,110.0,6.84,37431.0,44404.0,4,1804.5351473922901,4,16.0,101334,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,196800.0,20690.0,27000.0,110.0,8.42,37880.0,45032.0,4,1804.5351473922901,4,57.910500000000006,96011,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,157888.0,20030.0,50000.0,110.0,6.77,37431.0,44404.0,4,1804.5351473922901,4,16.0,96010,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,164800.0,20420.0,39800.0,110.0,7.01,36496.0,43095.0,4,1804.5351473922901,4,16.0,96011,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,172000.0,21020.0,37000.0,110.0,7.07,36495.0,43093.0,4,1804.5351473922901,4,16.0,96011,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,147800.0,19720.0,65800.0,110.0,6.31,39125.0,46775.0,4,1804.5351473922901,4,57.910500000000006,102001,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,156800.0,20310.0,32421.0,110.0,6.65,36465.0,43051.0,4,1804.5351473922901,4,57.910500000000006,102001,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,164800.0,19890.0,51000.0,110.0,7.19,36754.0,43456.0,4,1804.5351473922901,4,16.0,96011,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,189800.0,20230.0,16000.0,110.0,8.26,37880.0,45032.0,4,1804.5351473922901,4,57.910500000000006,102001,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,151900.0,19990.0,60000.0,110.0,6.52,36471.0,43060.0,4,1804.5351473922901,4,57.910500000000006,101334,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,156999.0,20170.0,70000.0,110.0,6.71,36462.0,43047.0,4,1804.5351473922901,4,16.0,102001,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,120800.0,13380.0,75500.0,132.0,9.02,38168.0,40436.0,5,1689.795918367347,4,74.94300000000001,102001,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,2.0
1,1984.0,73777.0,19960.0,90665.0,132.0,2.59,37035.0,43849.0,5,1849.8866213151928,4,74.94300000000001,102001,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,79800.0,21970.0,68000.0,132.0,2.69,35276.0,41387.0,5,1849.8866213151928,4,74.94300000000001,102001,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,85800.0,29260.0,150000.0,132.0,2.19,36895.0,43653.0,5,1849.8866213151928,4,74.94300000000001,101334,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,81888.0,20260.0,68000.0,132.0,3.02,35299.0,41419.0,5,1854.875283446712,4,74.94300000000001,101334,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,99800.0,17070.0,101000.0,140.0,4.69,33752.0,39253.0,5,1644.4444444444443,4,57.910500000000006,101334,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,104800.0,18210.0,60000.0,140.0,4.67,33752.0,39253.0,5,1644.4444444444443,4,57.910500000000006,101334,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,104888.0,17560.0,40000.0,140.0,4.85,33726.0,39217.0,5,1564.625850340136,4,57.910500000000006,101334,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1984.0,102800.0,17780.0,55700.0,140.0,4.67,33752.0,39253.0,5,1644.4444444444443,4,57.910500000000006,102001,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,101000.0,18040.0,84646.0,140.0,4.52,33436.0,38811.0,5,1644.4444444444443,4,57.910500000000006,96010,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,93900.0,18610.0,48500.0,140.0,4.01,33207.0,38490.0,5,1644.4444444444443,4,57.910500000000006,102001,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,132800.0,19320.0,42000.0,140.0,5.85,33713.0,39199.0,5,1644.8979591836735,4,57.910500000000006,101334,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,109800.0,17410.0,119862.0,140.0,5.18,33718.0,39206.0,5,1564.625850340136,4,57.910500000000006,102001,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1984.0,104800.0,17560.0,81000.0,140.0,4.84,33742.0,39239.0,5,1564.625850340136,4,57.910500000000006,97000,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1984.0,112800.0,16980.0,86000.0,140.0,5.48,33720.0,39208.0,5,1564.625850340136,4,57.910500000000006,102001,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1984.0,106800.0,17400.0,81333.0,140.0,5.01,33718.0,39206.0,5,1564.625850340136,4,57.910500000000006,101334,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1984.0,109800.0,17650.0,55331.0,140.0,5.02,33718.0,39206.0,5,1564.625850340136,4,57.910500000000006,102001,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1984.0,88999.0,17520.0,96000.0,140.0,3.97,33425.0,38795.0,5,1644.4444444444443,4,57.910500000000006,102001,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,135000.0,19710.0,70525.0,140.0,5.85,33713.0,39199.0,5,1644.8979591836735,4,57.910500000000006,97000,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,99800.0,17520.0,65000.0,140.0,4.58,33432.0,38805.0,5,1644.4444444444443,4,57.910500000000006,101334,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,105800.0,17560.0,75000.0,140.0,4.9,33724.0,39214.0,5,1564.625850340136,4,57.910500000000006,101334,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0
1,1984.0,131800.0,18920.0,31339.0,140.0,5.93,33721.0,39210.0,5,1644.8979591836735,4,57.910500000000006,101334,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,188800.0,20170.0,38000.0,140.0,8.36,34373.0,40123.0,7,1707.4829931972788,4,57.910500000000006,97000,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,178800.0,21040.0,47500.0,140.0,7.58,33325.0,38655.0,7,1693.8775510204082,4,60.18150000000001,101334,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,197800.0,21970.0,3000.0,140.0,8.18,31343.0,35881.0,5,3494.0,4,60.18150000000001,102001,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,122777.0,15910.0,47000.0,140.0,6.69,28966.0,32553.0,5,1507.936507936508,4,70.02250000000001,101334,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2.0
1,1984.0,138800.0,17480.0,42101.0,140.0,6.77,34794.0,40712.0,5,1502.9478458049887,4,70.02250000000001,102001,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,2.0
1,1984.0,146600.0,24080.0,90050.0,140.0,4.89,46817.0,57544.0,4,1809.5238095238094,4,57.910500000000006,101334,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,118888.0,19200.0,135000.0,140.0,5.01,38151.0,45412.0,4,1809.5238095238094,4,57.910500000000006,102001,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,143000.0,21150.0,33483.0,140.0,5.67,38530.0,45942.0,4,1809.5238095238094,4,57.910500000000006,101334,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,117800.0,23330.0,57000.0,140.0,4.08,37959.0,45143.0,4,4045.0,4,16.0,102001,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,106800.0,22540.0,70000.0,140.0,3.74,37949.0,45129.0,4,4045.0,4,16.0,96011,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
1,1984.0,91500.0,22220.0,70000.0,140.0,3.17,39466.0,42253.0,5,4045.0,4,16.0,96010,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,186800.0,19890.0,16300.0,140.0,8.52,30402.0,34563.0,7,1707.4829931972788,4,57.910500000000006,102001,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,171800.0,19980.0,35000.0,140.0,7.76,29474.0,33264.0,7,1707.4829931972788,4,57.910500000000006,101334,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,174800.0,19810.0,23562.0,140.0,7.98,29487.0,33282.0,7,1707.4829931972788,4,57.910500000000006,96010,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,195999.0,21170.0,3800.0,140.0,8.44,30359.0,34503.0,7,1707.4829931972788,4,57.910500000000006,96011,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,209888.0,22350.0,16000.0,140.0,8.47,34854.0,40796.0,5,3494.0,4,60.18150000000001,102001,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,185800.0,23120.0,39000.0,140.0,6.94,41877.0,50628.0,5,1859.8639455782313,4,73.0505,102001,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,192800.0,23870.0,25500.0,140.0,7.01,41877.0,50628.0,5,1859.8639455782313,4,73.0505,101334,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,220000.0,25360.0,47000.0,140.0,7.67,42018.0,50826.0,5,1859.8639455782313,4,73.0505,96011,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,190000.0,23730.0,28458.0,140.0,6.94,41877.0,50628.0,5,1859.8639455782313,4,73.0505,96010,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,201800.0,24030.0,30569.0,140.0,7.33,41910.0,50674.0,5,1859.8639455782313,4,73.0505,102001,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,182800.0,22980.0,26700.0,140.0,6.84,41867.0,50614.0,5,1859.8639455782313,4,73.0505,102001,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,185800.0,23140.0,45000.0,140.0,6.94,41867.0,50614.0,5,1859.8639455782313,4,73.0505,102001,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0
1,1984.0,234800.0,26330.0,35000.0,140.0,7.61,53671.0,68608.0,4,1804.5351473922901,4,16.0,101334,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,249800.0,26240.0,12000.0,140.0,8.17,54656.0,70381.0,4,1804.5351473922901,4,57.910500000000006,96011,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0
1,1984.0,320000.0,37230.0,36014.0,180.0,7.25,71116.0,100009.0,5,1858.9569160997733,6,74.94300000000001,96010,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
1,1984.0,348888.0,34680.0,18000.0,180.0,8.5,75543.0,107978.0,5,1882.5396825396824,6,64.7235,101334,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0
